Error word & consecutive word,Corrected words & its,Annotation
குப்பைக் கூளங்களை,குப்பை கூளங்களை,சந்தி
குரலுக்காக காத்துக்கிடக்கின்றன,குரலுக்காகக் காத்துக் கிடக்கின்றன,சந்தி
குழந்தை பருவ,குழந்தைப் பருவ,சந்தி
குழந்தை பருவக்,குழந்தைப் பருவக்,சந்தி
குழித்தோண்டி புதைக்கப்பட்டு,குழிதோண்டிப் புதைக்கப்பட்டு,சந்தி
குளிர்க்காய்ச்சல்,குளிர்காய்ச்சல்,சந்தி
குறிஞ்சிபாடி மற்றும்,குறிஞ்சிப்பாடி மற்றும்,சந்தி
குறித்து பேசாமல்,குறித்துப் பேசாமல்,சந்தி
குறித்துதான்,குறித்துத்தான்,சந்தி
குறிப்பாக சிறிய,குறிப்பாகச் சிறிய,சந்தி
குறிப்பாக தேர்தல்,குறிப்பாகத் தேர்தல்,சந்தி
குறிப்பிடதக்கது,குறிப்பிடத்தக்கது,சந்தி
குறிப்பிடத்தக்க கேள்விகள்,குறிப்பிடத்தக்கக் கேள்விகள்,சந்தி
குறிப்பிடத்தக்க தருணங்களில்,குறிப்பிடத்தக்கத் தருணங்களில்,சந்தி
குறிப்பிடத்தக்க தனி,குறிப்பிடத்தக்கத் தனி,சந்தி
குறியீட்டு கல்,குறியீட்டுக் கல்,சந்தி
குறைய குறைய,குறையக் குறைய,சந்தி
கூட கலை,கூடக் கலை,சந்தி
கூட தீவிர,கூடத் தீவிர,சந்தி
கூட்டணி கட்சி,கூட்டணிக் கட்சி,சந்தி
கூட்டணி கட்சிகளின்,கூட்டணிக் கட்சிகளின்,சந்தி
கூட்டணி கட்சிகள்,கூட்டணிக் கட்சிகள்,சந்தி
கூட்டு சேர்ந்தோ,கூட்டுச் சேர்ந்தோ,சந்தி
கூட்டு திறன்,கூட்டுத் திறன்,சந்தி
கூட்டு பணிக்குழு,கூட்டுப் பணிக்குழு,சந்தி
கூட்டுசேர்ந்து மக்களை,கூட்டுச்சேர்ந்து மக்களை,சந்தி
கூலி தொழிலாளியின்,கூலித் தொழிலாளியின்,சந்தி
கூறிகொள்ளும் குழுவினரிடம்,கூறிக்கொள்ளும் குழுவினரிடம்,சந்தி
கேள்விகுறியானது,கேள்விக்குறியானது,சந்தி
கேள்விக்கேட்ட,கேள்விகேட்ட,சந்தி
கேள்விபட்ட அவர்,கேள்விப்பட்ட அவர்,சந்தி
கைகுத்தல் அரிசிச்,கைக்குத்தல் அரிசிச்,சந்தி
கைக்கொடுக்கிறது எஸ்பிஐ,கைகொடுக்கிறது எஸ்பிஐ,சந்தி
கைபேசியில் தெரிவித்தார்,கைப்பேசியில் தெரிவித்தார்,சந்தி
கைப்பற்றி சோதித்தனர்,கைப்பற்றிச் சோதித்தனர்,சந்தி
கையடக்க கணினி,கையடக்கக் கணினி,சந்தி
கொடிகம்பம் இல்லாமல்,கொடிக்கம்பம் இல்லாமல்,சந்தி
கொடிகம்பம் வைக்கப்படவில்லை,கொடிக்கம்பம் வைக்கப்படவில்லை,சந்தி
கொடுக்கபட்டுள்ள லிங்கில்,கொடுக்கப்பட்டுள்ள லிங்கில்,சந்தி
கொடுக்கப்பட்டு கண்காணிக்கப்படும்,கொடுக்கப்பட்டுக் கண்காணிக்கப்படும்,சந்தி
கொடுமைபடுத்தி,கொடுமைப்படுத்தி,சந்தி
கொண்டுசெல்ல பட்டு,கொண்டுசெல்லப் பட்டு,சந்தி
கொண்டுவரபட்டது,கொண்டுவரப்பட்டது,சந்தி
கொரிய தூதர்,கொரியத் தூதர்,சந்தி
கொலைச் செய்யப்பட்டார்,கொலை செய்யப்பட்டார்,சந்தி
கோடைகால நிகழ்வுகளை,கோடைக்கால நிகழ்வுகளை,சந்தி
கோடைகால விடுமுறையில்,கோடைக்கால விடுமுறையில்,சந்தி
கோடைகாலங்களில்,கோடைக்காலங்களில்,சந்தி
கோடைகாலத் தலைநகரம்,கோடைக்காலத் தலைநகரம்,சந்தி
கோழி பண்ணையைத்,கோழிப் பண்ணையைத்,சந்தி
சக்கைபோடு போட்டது,சக்கைப்போடு போட்டது,சந்தி
சங்கடபடுத்தியது யாருமில்லை,சங்கடப்படுத்தியது யாருமில்லை,சந்தி
சடங்காகத்ததான் பார்க்கின்றனர்,சடங்காகத்தான் பார்க்கின்றனர்,சந்தி
சட்டதிருத்த மசோதா,சட்டத்திருத்த மசோதா,சந்தி
சட்டபிரிவு நீக்கப்பட்டதை,சட்டப்பிரிவு நீக்கப்பட்டதை,சந்தி
சட்டபூர்வமான நிதி,சட்டப்பூர்வமான நிதி,சந்தி
சட்டவிரோதமாக துப்பாக்கி,சட்டவிரோதமாகத் துப்பாக்கி,சந்தி
சதி திட்டத்தை,சதித் திட்டத்தை,சந்தி
சத்தியபிரமான,சத்தியப்பிரமாண,சந்தி
சந்தனகாப்பு சாற்றப்படுகிறது,சந்தனக்காப்பு சாற்றப்படுகிறது,சந்தி
சந்திப்பு பகுதியில்,சந்திப்புப் பகுதியில்,சந்தி
சமமாக பயன்படுத்த,சமமாகப் பயன்படுத்த,சந்தி
சமூகத்தை பள்ளிக்கல்வியில்,சமூகத்தைப் பள்ளிக்கல்வியில்,சந்தி
சம்பந்தபட்ட சின்ன,சம்பந்தப்பட்ட சின்ன,சந்தி
சம்பந்தபட்ட நோய்கள்,சம்பந்தப்பட்ட நோய்கள்,சந்தி
சம்பந்தபட்ட புரோக்கிங்,சம்பந்தப்பட்ட புரோக்கிங்,சந்தி
சம்பந்தபட்ட வழக்கு,சம்பந்தப்பட்ட வழக்கு,சந்தி
சரிகட்ட கொடுக்கும்,சரிக்கட்டக் கொடுக்கும்,சந்தி
சரியாக கொண்டு,சரியாகக் கொண்டு,சந்தி
சரியானவற்றை செய்ய,சரியானவற்றைச் செய்ய,சந்தி
சாதாரண கீறல்கள்,சாதாரணக் கீறல்கள்,சந்தி
சாதாரணமாக சாலையில்,சாதாரணமாகச் சாலையில்,சந்தி
சார்பாக கழகத்,சார்பாகக் கழகத்,சந்தி
சார்பாக தீர்மானம்,சார்பாகத் தீர்மானம்,சந்தி
சிகிச்சைக்காக தஞ்சாவூர்,சிகிச்சைக்காகத் தஞ்சாவூர்,சந்தி
சிகிச்சைப் பெற,சிகிச்சை பெற,சந்தி
சிந்தனை திறன்கள்,சிந்தனைத் திறன்கள்,சந்தி
சிலிர்த்துபோன ஒருவர்,சிலிர்த்துப்போன ஒருவர்,சந்தி
சிறப்பாக கூரை,சிறப்பாகக் கூரை,சந்தி
சிறப்பாக செயல்படுவார்,சிறப்பாகச் செயல்படுவார்,சந்தி
சிறப்பு கல்வி,சிறப்புக் கல்வி,சந்தி
சிறப்பு கல்வியாளர்களுக்கு,சிறப்புக் கல்வியாளர்களுக்கு,சந்தி
சிறப்பு கல்வியாளர்களுடன்,சிறப்புக் கல்வியாளர்களுடன்,சந்தி
சிறப்பு கல்வியாளர்கள்,சிறப்புக் கல்வியாளர்கள்,சந்தி
சிறப்பு கவனம்,சிறப்புக் கவனம்,சந்தி
சிறப்பு கூட்டு,சிறப்புக் கூட்டு,சந்தி
சிறப்பு சிகிச்சை,சிறப்புச் சிகிச்சை,சந்தி
சிறப்பு தகுதி,சிறப்புத் தகுதி,சந்தி
சிறப்பு தகுதிகள்,சிறப்புத் தகுதிகள்,சந்தி
சிறப்பு தல,சிறப்புத் தல,சந்தி
சிறப்பு திறமை,சிறப்புத் திறமை,சந்தி
சிறப்பு தேவைகள்,சிறப்புத் தேவைகள்,சந்தி
சிறப்பு பள்ளிப்படிப்பை,சிறப்புப் பள்ளிப்படிப்பை,சந்தி
சிறப்பு பன்முக,சிறப்புப் பன்முக,சந்தி
சிறப்பு பாடங்களில்,சிறப்புப் பாடங்களில்,சந்தி
சிறப்பு பிரிவு,சிறப்புப் பிரிவு,சந்தி
சிறப்பு புலனாய்வு,சிறப்புப் புலனாய்வு,சந்தி
சிறப்பு பெற்று,சிறப்புப் பெற்று,சந்தி
சிறப்புபட்டமளிப்பு விழா,சிறப்புப்பட்டமளிப்பு விழா,சந்தி
சிறப்புபாடப்பிரிவில்,சிறப்புப்பாடப்பிரிவில்,சந்தி
சிறுப்பதிவாக,சிறுபதிவாக,சந்தி
சிறுப்பார்வை கவிதையாக,சிறுபார்வை கவிதையாக,சந்தி
சிறை தண்டனை,சிறைத் தண்டனை,சந்தி
சிறைப்பிடிக்க முயற்சித்தான்,சிறைபிடிக்க முயற்சித்தான்,சந்தி
சிறைப்பிடித்தார்,சிறைபிடித்தார்,சந்தி
சீர்த்திருத்தங்களில் தாங்கள்,சீர்திருத்தங்களில் தாங்கள்,சந்தி
சீர்த்திருத்தங்களையும் மேற்கொள்வார்,சீர்திருத்தங்களையும் மேற்கொள்வார்,சந்தி
சுதந்திரத்தை பயன்படுத்த,சுதந்திரத்தைப் பயன்படுத்த,சந்தி
சுபசெலவுகள்,சுபச்செலவுகள்,சந்தி
சுய தகவல்,சுயத் தகவல்,சந்தி
சுற்றிபார்ப்பதற்கும் உள்ளுர்க்,சுற்றிப்பார்ப்பதற்கும் உள்ளுர்க்,சந்தி
சுற்றுசூழல் மாற்றங்களினால்,சுற்றுச்சூழல் மாற்றங்களினால்,சந்தி
சுற்றுலா பயணிகளை,சுற்றுலாப் பயணிகளை,சந்தி
சூத்திரத்தை பூர்த்திசெய்ய,சூத்திரத்தைப் பூர்த்திசெய்ய,சந்தி
செயலாற்ற கருத்துகள்,செயலாற்றக் கருத்துகள்,சந்தி
செயல்பட தகுதி,செயல்படத் தகுதி,சந்தி
செயல்பட துவங்கும்,செயல்படத் துவங்கும்,சந்தி
செயல்பட்டிருக்ககூடும்,செயல்பட்டிருக்கக்கூடும்,சந்தி
செயல்பாட்டு சங்கங்கள்,செயல்பாட்டுச் சங்கங்கள்,சந்தி
செயற்கைகோள்,செயற்கைக்கோள்,சந்தி
செயற்கைகோள் அனுப்ப,செயற்கைக்கோள் அனுப்ப,சந்தி
செய்தி தாள்கள்,செய்தித் தாள்கள்,சந்தி
செய்தி பலகைகள்,செய்திப் பலகைகள்,சந்தி
செய்திகுறிப்பு வெளியிட்டார்,செய்திக்குறிப்பு வெளியிட்டார்,சந்தி
செய்திட பதிவு,செய்திடப் பதிவு,சந்தி
செய்திதாள்களும் வாங்கி,செய்தித்தாள்களும் வாங்கி,சந்தி
செய்திதாள்களோடு சிறார்,செய்தித்தாள்களோடு சிறார்,சந்தி
செய்முறை பயிற்சியின்,செய்முறைப் பயிற்சியின்,சந்தி
செய்ய சிறப்பு,செய்யச் சிறப்பு,சந்தி
செய்ய படுவார்கள்,செய்யப் படுவார்கள்,சந்தி
செல்ல பின்வரும்,செல்லப் பின்வரும்,சந்தி
செவிசாய்த்துதான் விழுந்ததாக,செவிசாய்த்துத்தான் விழுந்ததாக,சந்தி
செவ்வாய்கிழமை,செவ்வாய்க்கிழமை,சந்தி
செவ்வாய்கிழமை இரவில்,செவ்வாய்க்கிழமை இரவில்,சந்தி
செவ்வாய்கிழமை காலை,செவ்வாய்க்கிழமை காலை,சந்தி
செவ்வாய்கிழமை தேர்வு,செவ்வாய்க்கிழமை தேர்வு,சந்தி
செவ்வாய்கிழமை நியூ,செவ்வாய்க்கிழமை நியூ,சந்தி
சேர்க்க சிறந்த,சேர்க்கச் சிறந்த,சந்தி
சேர்த்து கணக்கிடப்படும்,சேர்த்துக் கணக்கிடப்படும்,சந்தி
சேர்ந்திட தமிழ்,சேர்ந்திடத் தமிழ்,சந்தி
சொகுசு கப்பலில்,சொகுசுக் கப்பலில்,சந்தி
சொத்து குவிப்பு,சொத்துக் குவிப்பு,சந்தி
சொந்தகாரர் தன்,சொந்தக்காரர் தன்,சந்தி
தகுதி தேர்வில்,தகுதித் தேர்வில்,சந்தி
தகுதி தேர்வு,தகுதித் தேர்வு,சந்தி
தகுதி தேர்வுகள்,தகுதித் தேர்வுகள்,சந்தி
தகுதி தேர்வை,தகுதித் தேர்வை,சந்தி
தஞ்சை கோவிலின்,தஞ்சைக் கோவிலின்,சந்தி
தஞ்சை கோவிலை,தஞ்சைக் கோவிலை,சந்தி
தடைக்கோரி,தடைகோரி,சந்தி
தடைக்கோரி குற்றவாளி,தடைகோரி குற்றவாளி,சந்தி
தடைக்கோரிய வழக்கையும்,தடைகோரிய வழக்கையும்,சந்தி
தடைபட கூடாது,தடைப்படக் கூடாது,சந்தி
தடைபடுகிறது,தடைப்படுகிறது,சந்தி
தடைபட்ட காரியங்கள்,தடைப்பட்ட காரியங்கள்,சந்தி
தடைபட்டிருக்கிறது,தடைப்பட்டிருக்கிறது,சந்தி
தடைபட்டு விடுமோ,தடைப்பட்டு விடுமோ,சந்தி
தடைபட்டுப்போனது,தடைப்பட்டுப்போனது,சந்தி
தடைபட்டுள்ளது என்றார்,தடைப்பட்டுள்ளது என்றார்,சந்தி
தட்டுபாட்டால் மூடும்,தட்டுப்பாட்டால் மூடும்,சந்தி
தண்ணீர் தட்டுப்பாடு,தண்ணீர்த் தட்டுப்பாடு,சந்தி
தண்ணீர் பஞ்சமும்,தண்ணீர்ப் பஞ்சமும்,சந்தி
தண்ணீர் பஞ்சம்,தண்ணீர்ப் பஞ்சம்,சந்தி
தமிழ் தாத்தாவின்,தமிழ்த் தாத்தாவின்,சந்தி
தமிழ் பல்கலைக்கழகம்,தமிழ்ப் பல்கலைக்கழகம்,சந்தி
தமிழ்தாய் வாழ்த்து,தமிழ்த்தாய் வாழ்த்து,சந்தி
தமிழ்துறையில்,தமிழ்த்துறையில்,சந்தி
தமிழ்ப்படிக்க,தமிழ்படிக்க,சந்தி
தயார்படுத்த,தயார்ப்படுத்த,சந்தி
தயார்படுத்த வேண்டும்,தயார்ப்படுத்த வேண்டும்,சந்தி
தயார்படுத்தி,தயார்ப்படுத்தி,சந்தி
தயார்படுத்திக் கொள்வதில்,தயார்ப்படுத்திக் கொள்வதில்,சந்தி
தயார்படுத்துதல்,தயார்ப்படுத்துதல்,சந்தி
தயார்படுத்தும் பயிற்சி,தயார்ப்படுத்தும் பயிற்சி,சந்தி
தர தயாராக,தரத் தயாராக,சந்தி
தரமானக் கல்வியை,தரமான கல்வியை,சந்தி
தல சிறப்பு,தலச் சிறப்பு,சந்தி
தலைகனம் பெற்றிருப்பார்,தலைக்கனம் பெற்றிருப்பார்,சந்தி
தலைத்தூக்கியது,தலைதூக்கியது,சந்தி
தலைப்புத்தான் இந்தப்,தலைப்புதான் இந்தப்,சந்தி
தலைமுறை பிள்ளைகளுக்கு,தலைமுறைப் பிள்ளைகளுக்கு,சந்தி
தலைமை செயலாளருக்கு,தலைமைச் செயலாளருக்கு,சந்தி
தலைமை தேர்தல்,தலைமைத் தேர்தல்,சந்தி
தவறாக பயன்படுத்திக்,தவறாகப் பயன்படுத்திக்,சந்தி
தனி குழுக்கள்,தனிக் குழுக்கள்,சந்தி
தனி பெரும்பான்மையுடன்,தனிப் பெரும்பான்மையுடன்,சந்தி
தனித்து செயல்படும்,தனித்துச் செயல்படும்,சந்தி
தனிபட்ட தரவுகளை,தனிப்பட்ட தரவுகளை,சந்தி
தனியார் துறை,தனியார்த் துறை,சந்தி
தனியார் பள்ளிகளிலும்,தனியார்ப் பள்ளிகளிலும்,சந்தி
தனியார் பள்ளிகளிலுள்ள,தனியார்ப் பள்ளிகளிலுள்ள,சந்தி
தனியார் பள்ளிகளில்,தனியார்ப் பள்ளிகளில்,சந்தி
தனியார் பள்ளிகளுக்கு,தனியார்ப் பள்ளிகளுக்கு,சந்தி
தனியார் பள்ளிகளுடன்,தனியார்ப் பள்ளிகளுடன்,சந்தி
தனியார் பள்ளிகளும்,தனியார்ப் பள்ளிகளும்,சந்தி
தனியார் பள்ளிகளை,தனியார்ப் பள்ளிகளை,சந்தி
தனியார் பள்ளிகள்,தனியார்ப் பள்ளிகள்,சந்தி
தனியார் பள்ளியில்,தனியார்ப் பள்ளியில்,சந்தி
தனியார் பள்ளியுடன்,தனியார்ப் பள்ளியுடன்,சந்தி
தன்னார்வ திட்டங்கள்,தன்னார்வத் திட்டங்கள்,சந்தி
தாய்பாலின் தேவை,தாய்ப்பாலின் தேவை,சந்தி
தார்சாலையில் செருப்பின்றி,தார்ச்சாலையில் செருப்பின்றி,சந்தி
திட்டத்தை பூர்த்தி,திட்டத்தைப் பூர்த்தி,சந்தி
திட்டபணிகள் குறித்த,திட்டப்பணிகள் குறித்த,சந்தி
திருடியதாக கூறி,திருடியதாகக் கூறி,சந்தி
திருப்திபடுத்துவதற்காக வெளியிடப்படுகிறது,திருப்திப்படுத்துவதற்காக வெளியிடப்படுகிறது,சந்தி
திரும்ப பெற்ற,திரும்பப் பெற்ற,சந்தி
திரும்பபெறபட்டு முதல்வர்,திரும்பப்பெறப்பட்டு முதல்வர்,சந்தி
திரைபிரபலங்கள் சிலரிடம்,திரைப்பிரபலங்கள் சிலரிடம்,சந்தி
திறம்பட கட்டுப்படுத்தப்படும்,திறம்படக் கட்டுப்படுத்தப்படும்,சந்தி
திறம்பட செயல்பட,திறம்படச் செயல்பட,சந்தி
திறம்பட செயல்படுத்த,திறம்படச் செயல்படுத்த,சந்தி
திறம்பட செயல்படுவதை,திறம்படச் செயல்படுவதை,சந்தி
திறம்பட செய்வதற்கும்,திறம்படச் செய்வதற்கும்,சந்தி
திறம்பட பயன்படுத்தக்கூடிய,திறம்படப் பயன்படுத்தக்கூடிய,சந்தி
திறம்பட பயன்படுத்துவதற்கும்,திறம்படப் பயன்படுத்துவதற்கும்,சந்தி
தீயணைப்பு துறையினருக்கு,தீயணைப்புத் துறையினருக்கு,சந்தி
தீர்பளித்திருக்கிறார் அதனால்,தீர்ப்பளித்திருக்கிறார் அதனால்,சந்தி
தீர்மானகுழு உறுப்பினர்,தீர்மானக்குழு உறுப்பினர்,சந்தி
தீர்மானிக்க தலைசிறந்த,தீர்மானிக்கத் தலைசிறந்த,சந்தி
துடுக்குதனமான விளையாட்டு,துடுக்குத்தனமான விளையாட்டு,சந்தி
துணிகடைகளில் நுதனமாக,துணிக்கடைகளில் நூதனமாக,சந்தி
துண்டுபிரசுரங்களையும் பறிமுதல்,துண்டுப்பிரசுரங்களையும் பறிமுதல்,சந்தி
துருபிடிக்காத எக்கு,துருப்பிடிக்காத எக்கு,சந்தி
தூங்க செல்லக்கூடாது,தூங்கச் செல்லக்கூடாது,சந்தி
தூங்கிபோனான்,தூங்கிப்போனான்,சந்தி
தூத்துகுடி அரசு,தூத்துக்குடி அரசு,சந்தி
தென்னாபிரிக்கா அணிகளுடன்,தென்னாப்பிரிக்கா அணிகளுடன்,சந்தி
தேர்வானப்பின்,தேர்வானபின்,சந்தி
தொகைக்கேட்டு,தொகைகேட்டு,சந்தி
தொடர்ச்சியாக செய்யும்,தொடர்ச்சியாகச் செய்யும்,சந்தி
தொடர்ச்சியாக பெருங்கற்காலப்,தொடர்ச்சியாகப் பெருங்கற்காலப்,சந்தி
தொடர்பாக தரமான,தொடர்பாகத் தரமான,சந்தி
தொடர்பாக தலைமறைவாக,தொடர்பாகத் தலைமறைவாக,சந்தி
தொடர்புபடுத்திக்கொள்ளுதல் மற்றும்,தொடர்புப்படுத்திக்கொள்ளுதல் மற்றும்,சந்தி
தொடர்புபடுத்தும் நம்,தொடர்புப்படுத்தும் நம்,சந்தி
தொலைதொடர்பில்,தொலைத்தொடர்பில்,சந்தி
தொலைதொடர்பு,தொலைத்தொடர்பு,சந்தி
தொலைதொடர்பு தொழில்நுட்பங்களிலும்,தொலைத்தொடர்பு தொழில்நுட்பங்களிலும்,சந்தி
தொலைதொடர்பு நிறுவனத்தை,தொலைத்தொடர்பு நிறுவனத்தை,சந்தி
தொலைதொடர்பு வயர்கள்,தொலைத்தொடர்பு வடங்கள்,சந்தி
தொலைபேசி அழைப்பு,தொலைப்பேசி அழைப்பு,சந்தி
தொழில்நுட்பத்தை கொண்டு,தொழில்நுட்பத்தைக் கொண்டு,சந்தி
தொழில்நுட்பத்தை சமமாக,தொழில்நுட்பத்தைச் சமமாக,சந்தி
தொழில்நுட்பத்தை பயன்படுத்தி,தொழில்நுட்பத்தைப் பயன்படுத்தி,சந்தி
நகரவளர்ச்சி திட்ட துறை,நகரவளர்ச்சித் திட்டத் துறை,சந்தி
நகர்புற ஏழைகள்,நகர்ப்புற ஏழைகள்,சந்தி
நகர்புற செலவுகளின்,நகர்ப்புறச் செலவுகளின்,சந்தி
நகர்புற பகுதிகளில்,நகர்ப்புற பகுதிகளில்,சந்தி
நகர்புற வளர்ச்சி,நகர்ப்புற வளர்ச்சி,சந்தி
நகர்புற வளாச்சி திட்டத்தில்,நகர்ப்புற வளர்ச்சித் திட்டத்தில்,சந்தி
நகர்புறத்துக்கு எடுத்துச்,நகர்ப்புறத்துக்கு எடுத்துச்,சந்தி
நடுநிலை பள்ளி,நடுநிலைப் பள்ளி,சந்தி
நடைபயண நிகழ்வுக்கு,நடைப்பயண நிகழ்வுக்கு,சந்தி
நடைபயணம்,நடைப்பயணம்,சந்தி
நடைபயணம் மேற்கொண்டு,நடைப்பயணம் மேற்கொண்டு,சந்தி
நடைபயிற்சி குழுக்களை,நடைப்பயிற்சி குழுக்களை,சந்தி
நடைபயிற்சி செய்த,நடைப்பயிற்சி செய்த,சந்தி
நடைபயிற்சி செய்தல்,நடைப்பயிற்சி செய்தல்,சந்தி
நடைபயிற்சி செய்ய,நடைப்பயிற்சி செய்ய,சந்தி
நடைபயிற்சி சென்ற,நடைப்பயிற்சி சென்ற,சந்தி
நடைபிணம் போல்,நடைப்பிணம் போல்,சந்தி
நடைபெற பண,நடைபெறப் பண,சந்தி
நடைப்பாதை திறக்கும்,நடைபாதை திறக்கும்,சந்தி
நடைப்பெறவிருக்கிறது,நடைபெறவிருக்கிறது,சந்தி
நடைப்பெற்ற விவாதத்தில்,நடைபெற்ற விவாதத்தில்,சந்தி
நடைப்பெற்றது,நடைபெற்றது,சந்தி
நடைப்பெற்று கொண்டிருக்கிறது,நடைபெற்று கொண்டிருக்கிறது,சந்தி
நபராக தெரிகிறது,நபராகத் தெரிகிறது,சந்தி
நம்பபடுகிறது,நம்பப்படுகிறது,சந்தி
நம்பிக்கையில்லா தீர்மானத்தை,நம்பிக்கையில்லாத் தீர்மானத்தை,சந்தி
நயவஞ்சகமாக கைது,நயவஞ்சகமாகக் கைது,சந்தி
நல செயல்பாடுகள்,நலச் செயல்பாடுகள்,சந்தி
நல திட்டங்கள்,நலத் திட்டங்கள்,சந்தி
நலனுக்காக குரல்,நலனுக்காகக் குரல்,சந்தி
நலனுக்காக திறந்த,நலனுக்காகத் திறந்த,சந்தி
நவீன கல்வி,நவீனக் கல்வி,சந்தி
நவீன சகாப்தத்திற்கு,நவீனச் சகாப்தத்திற்கு,சந்தி
நவீன தொழில்நுட்பம்,நவீனத் தொழில்நுட்பம்,சந்தி
நாடுக் கடத்த,நாடு கடத்த,சந்தி
நாட்களாக செய்திகள்,நாட்களாகச் செய்திகள்,சந்தி
நாட்களாக பிற,நாட்களாகப் பிற,சந்தி
நாட்டு தூதரக,நாட்டுத் தூதரக,சந்தி
நாட்டுகென்று ராணுவம்,நாட்டுக்கென்று ராணுவம்,சந்தி
நாளிட்டக் கடிதத்தில்,நாளிட்ட கடிதத்தில்,சந்தி
நிகழ்வாகதான் பார்க்க,நிகழ்வாகத்தான் பார்க்க,சந்தி
நிரூபிக்க தவறினார்,நிரூபிக்கத் தவறினார்,சந்தி
நிர்ணயதோடு ஒத்துபோகின்றது,நிர்ணயத்தோடு ஒத்துபோகின்றது,சந்தி
நிர்பந்தபடுத்தும்,நிர்ப்பந்தப்படுத்தும்,சந்தி
நிர்பந்தம் சரி,நிர்ப்பந்தம் சரி,சந்தி
நிர்வகிக்க தகுதி,நிர்வகிக்கத் தகுதி,சந்தி
நிர்வகிக்க படுமாறு,நிர்வகிக்கப் படுமாறு,சந்தி
நிலபரப்பிற்காக,நிலப்பரப்பிற்காக,சந்தி
நிலை பள்ளி,நிலைப் பள்ளி,சந்தி
நிலை பள்ளிகளுடன்,நிலைப் பள்ளிகளுடன்,சந்தி
நிலைத்தடுமாறி கீழே,நிலைதடுமாறி கீழே,சந்தி
நிலைபாடு பற்றி,நிலைப்பாடு பற்றி,சந்தி
நிலைபாடுகளுக்கு எதிரான,நிலைப்பாடுகளுக்கு எதிரான,சந்தி
நிறமாக படர்ந்து,நிறமாகப் படர்ந்து,சந்தி
நிறைய கலந்துரையாடல்கள்,நிறையக் கலந்துரையாடல்கள்,சந்தி
நிறைய திட்டம்,நிறையத் திட்டம்,சந்தி
நிறைய பள்ளிகளில்,நிறையப் பள்ளிகளில்,சந்தி
நிறைவாக தமிழர்,நிறைவாகத் தமிழர்,சந்தி
நினைவுப்படுத்தும்,நினைவுபடுத்தும்,சந்தி
நீடிக்க தயார்,நீடிக்கத் தயார்,சந்தி
நீர் துளிகள்,நீர்த் துளிகள்,சந்தி
நீர்தேக்கத் தொட்டி,நீர்த்தேக்கத் தொட்டி,சந்தி
நீர்தேக்கத்திற்கு கிருஷ்ணா,நீர்த்தேக்கத்திற்கு கிருஷ்ணா,சந்தி
நீர்பாசன திட்டத்துக்கு,நீர்ப்பாசனத் திட்டத்துக்கு,சந்தி
நீர்பாசன மற்றும்,நீர்ப்பாசன மற்றும்,சந்தி
நீர்பாசனத்திற்காக மேட்டூர்,நீர்ப்பாசனத்திற்காக மேட்டூர்,சந்தி
நீர்பாசனம்,நீர்ப்பாசனம்,சந்தி
நுட்பத்தை பள்ளியில்,நுட்பத்தைப் பள்ளியில்,சந்தி
நுழைவு தேர்வுகள்,நுழைவுத் தேர்வுகள்,சந்தி
நூற்றாண்டு காலத்திற்குள்,நூற்றாண்டுக் காலத்திற்குள்,சந்தி
நெறிபடுத்த வேண்டிய,நெறிப்படுத்த வேண்டிய,சந்தி
நேரடியாக காய்கறிகளை,நேரடியாகக் காய்கறிகளை,சந்தி
நோக்கி செருப்பையும்,நோக்கிச் செருப்பையும்,சந்தி
நோக்கி தீர்க்க,நோக்கித் தீர்க்க,சந்தி
நோய் தாக்குதல்,நோய்த் தாக்குதல்,சந்தி
நோய்தடுப்பு,நோய்த்தடுப்பு,சந்தி
நோய்தொற்று பரவல்,நோய்த்தொற்று பரவல்,சந்தி
நோய்தொற்றுகளை ஏற்படுத்துகின்றன,நோய்த்தொற்றுகளை ஏற்படுத்துகின்றன,சந்தி
பகுப்பாய்வு சோதனை,பகுப்பாய்வுச் சோதனை,சந்தி
பக்கம் சாய திட்டமிட்டுள்ள,பக்கம் சாயத் திட்டமிட்டுள்ள,சந்தி
பங்குசந்தை சென்செக்ஸ்,பங்குச்சந்தை சென்செக்ஸ்,சந்தி
பங்கேற்க செய்வது,பங்கேற்கச் செய்வது,சந்தி
படமாக சித்தரிக்கப்பட்டு,படமாகச் சித்தரிக்கப்பட்டு,சந்தி
படிபடியாக குறைக்கபட்டு,படிப்படியாகக் குறைக்கப்பட்டு,சந்தி
பட்டபடிப்புகள் முடித்து,பட்டப்படிப்புகள் முடித்து,சந்தி
பட்டமளிக்க தகுதி,பட்டமளிக்கத் தகுதி,சந்தி
பட்டு தீர்வு,பட்டுத் தீர்வு,சந்தி
பட்டைய படிப்பு,பட்டையப் படிப்பு,சந்தி
பணபதுக்கலை எளிமையாக்குவதற்கு,பணப்பதுக்கலை எளிமையாக்குவதற்கு,சந்தி
பணியமர்த்த சிறப்பு,பணியமர்த்தச் சிறப்பு,சந்தி
பணியமர்த்த படுவதற்கான,பணியமர்த்தப் படுவதற்கான,சந்தி
பண்பாட்டு கூறுகள்,பண்பாட்டுக் கூறுகள்,சந்தி
பதவி காலத்தின்,பதவிக் காலத்தின்,சந்தி
பதவிகாலத்தை முடித்திருந்த,பதவிக்காலத்தை முடித்திருந்த,சந்தி
